uid,question,subject,props,query,tag,answers
6287,Who is the author of the History of the Russian state?,Q3656114,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q3656114 wdt:P50 ?answer
}",1-hop,Q191598
6289,Where does the Congo river go?,Q3503,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q3503 wdt:P403 ?answer
}",1-hop,Q97
6294,What platforms will Cyberpunk 2077 be released on?,Q3182559,wdt:P400,"SELECT ?answer 
WHERE {
  wd:Q3182559 wdt:P400 ?answer
}",1-hop,"Q1406, Q5014725, Q13361286, Q64513817"
6295,What platforms will Diablo 4 be released on?,Q73154387,wdt:P400,"SELECT ?answer 
WHERE {
  wd:Q73154387 wdt:P400 ?answer
}",1-hop,"Q1406, Q5014725, Q13361286"
6296,What position does Mbappe play in?,Q21621995,wdt:P413,"SELECT ?answer 
WHERE {
  wd:Q21621995 wdt:P413 ?answer
}",1-hop,Q280658
6298,What position does Ronaldo play in?,Q11571,wdt:P413,"SELECT ?answer 
WHERE {
  wd:Q11571 wdt:P413 ?answer
}",1-hop,"Q280658, Q8025128"
6299,On which river does Bamako stand?,Q3703,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q3703 wdt:P206 ?answer
}",1-hop,Q3542
6300,On what river does Veliky Novgorod stand?,Q2235,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q2235 wdt:P206 ?answer
}",1-hop,"Q15243, Q203462"
6301,On what river is Vologda located?,Q1957,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q1957 wdt:P206 ?answer
}",1-hop,Q2160
6302,Which river is London on?,Q84,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q84 wdt:P206 ?answer
}",1-hop,"Q19686, Q19914"
6304,On what reservoir is the island of Kizhi located with the famous man-made wooden Church?,Q205244,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q205244 wdt:P206 ?answer
}",1-hop,Q166162
6306,In what cemetery he was buried Kobzon?,Q1980296,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q1980296 wdt:P119 ?answer
}",1-hop,Q1457453
6307,In what cemetery is Jeanne Friske buried?,Q241382,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q241382 wdt:P119 ?answer
}",1-hop,Q4320732
6308,On what lake is Kizhi island located?,Q205244,wdt:P206,"SELECT ?answer 
WHERE {
  wd:Q205244 wdt:P206 ?answer
}",1-hop,Q166162
6309,What language is spoken in Switzerland?,Q124216,wdt:P103,"SELECT ?answer 
WHERE {
  wd:Q124216 wdt:P103 ?answer
}",1-hop,"Q13199, Q15087, Q33754, Q387066"
6310,What does Bashmet play on?,Q156546,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q156546 wdt:P1303 ?answer
}",1-hop,Q80284
6311,What does Igor Rasteryaev play on?,Q658320,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q658320 wdt:P1303 ?answer
}",1-hop,"Q31561, Q79838, Q178389, Q4501563, Q17172850"
6312,What does Squidward play on?,Q1064404,wdt:P1303,"SELECT ?answer 
WHERE {
  wd:Q1064404 wdt:P1303 ?answer
}",1-hop,Q8343
6314,Under what license is docker distributed?,Q15206305,wdt:P275,"SELECT ?answer 
WHERE {
  wd:Q15206305 wdt:P275 ?answer
}",1-hop,"Q3238057, Q13785927"
6315,The capital of which region of the city of Ufa?,Q911,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q911 wdt:P1376 ?answer
}",1-hop,"Q5710, Q809806, Q1092754, Q1390649, Q4479125, Q4479136, Q15190285"
6317,Which country's capital is Canberra?,Q3114,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q3114 wdt:P1376 ?answer
}",1-hop,"Q408, Q3258, Q15577"
6318,What region is Munich the capital of?,Q1726,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q1726 wdt:P1376 ?answer
}",1-hop,"Q980, Q10544, Q10562"
6319,What country's capital is Antananarivo?,Q3915,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q3915 wdt:P1376 ?answer
}",1-hop,"Q1019, Q489821, Q5501842"
6320,Which country's capital is Sarajevo?,Q11194,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q11194 wdt:P1376 ?answer
}",1-hop,"Q225, Q11196, Q11198, Q18276, Q208545, Q1274468, Q2055400"
6322,What country's capital is Jakarta?,Q3630,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q3630 wdt:P1376 ?answer
}",1-hop,"Q252, Q3757, Q523435"
6323,What country's capital is Kingston?,Q34692,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q34692 wdt:P1376 ?answer
}",1-hop,"Q766, Q651453, Q2526023"
6325,What country's capital is Phnom Penh?,Q1850,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q1850 wdt:P1376 ?answer
}",1-hop,"Q424, Q1054184, Q3173090"
6326,What is Vienna the capital of?,Q1741,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q1741 wdt:P1376 ?answer
}",1-hop,"Q40, Q12548, Q28513, Q42497, Q131964, Q153136, Q176495, Q268970, Q518101, Q699964, Q3624335, Q16056854"
6327,What is Yoshkar-Ola the capital of?,Q5449,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q5449 wdt:P1376 ?answer
}",1-hop,"Q5446, Q788066, Q2391775, Q6671523, Q14558462, Q18055588"
6328,What is Funafuti the capital of?,Q34126,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q34126 wdt:P1376 ?answer
}",1-hop,"Q672, Q21815222"
6329,What is the capital of Sri Jayawardenepura Kotte?,Q41963,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q41963 wdt:P1376 ?answer
}",1-hop,Q854
6330,What is Yamoussoukro's capital?,Q3768,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q3768 wdt:P1376 ?answer
}",1-hop,"Q1008, Q845706"
6331,Whose movie is Green book?,Q48673898,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q48673898 wdt:P57 ?answer
}",1-hop,Q1368300
6332,What is practiced by the Muslims?,Q47740,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q47740 wdt:P140 ?answer
}",1-hop,Q432
6333,What did Pushkin finish?,Q7200,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q7200 wdt:P69 ?answer
}",1-hop,Q775909
6334,What did Shoigu graduate from?,Q32024,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q32024 wdt:P69 ?answer
}",1-hop,Q4239246
6335,Whose tributary is the Missouri river?,Q5419,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q5419 wdt:P403 ?answer
}",1-hop,Q1497
6336,Whose son is Fenrir?,Q182560,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q182560 wdt:P25 ?answer
}",1-hop,"Q371828, Q1324152"
6337,Whose song is Sweet dreams?,Q1587664,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q1587664 wdt:P175 ?answer
}",1-hop,Q207706
6338,Whose song is green-eyed taxi?,Q4190323,wdt:P175,"SELECT ?answer 
WHERE {
  wd:Q4190323 wdt:P175 ?answer
}",1-hop,Q4218621
6339,What is the administrative structure of Belarus?,Q184,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q184 wdt:P150 ?answer
}",1-hop,"Q2280, Q173822, Q185700, Q188732, Q189822, Q191061, Q192959"
6340,What is Anna Netrebko's voice like?,Q78516,wdt:P412,"SELECT ?answer 
WHERE {
  wd:Q78516 wdt:P412 ?answer
}",1-hop,Q5681011
6342,What University did the famous Russian actor Sergei Bodrov graduate from?,Q508904,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q508904 wdt:P69 ?answer
}",1-hop,Q16157447
6343,What war did Chapaev fight in?,Q333236,wdt:P607,"SELECT ?answer 
WHERE {
  wd:Q333236 wdt:P607 ?answer
}",1-hop,"Q361, Q2140994, Q4081756, Q4097857, Q4255538"
6344,What League does Liverpool belong to?,Q1130849,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q1130849 wdt:P118 ?answer
}",1-hop,Q9448
6345,Where did Stalin live?,Q855,wdt:P551,"SELECT ?answer 
WHERE {
  wd:Q855 wdt:P551 ?answer
}",1-hop,"Q656, Q9248, Q155243, Q196388, Q1020157, Q4322358"
6347,Where is Ivan the terrible buried?,Q7996,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q7996 wdt:P119 ?answer
}",1-hop,Q917830
6348,What did Mendeleev graduate from?,Q9106,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q9106 wdt:P69 ?answer
}",1-hop,"Q27621, Q2654435, Q4139211"
6349,Whose tributary is the Irtysh river?,Q128102,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q128102 wdt:P403 ?answer
}",1-hop,Q973
6350,What organizations does Canada belong to?,Q16,wdt:P463,"SELECT ?answer 
WHERE {
  wd:Q16 wdt:P463 ?answer
}",1-hop,"Q1065, Q7184, Q7785, Q7809, Q7825, Q8475, Q17495, Q19771, Q37143, Q38130, Q41550, Q81299, Q123759, Q134102, Q170481, Q181574, Q188822, Q191384, Q233611, Q340195, Q376150, Q656801, Q674182, Q782942, Q826700, Q827525, Q842490, Q899770, Q1043527, Q1072120, Q1480793, Q1928989, Q2863003, Q3772571, Q3866537, Q4033111, Q4426267, Q5150848, Q5611262, Q7768229, Q7886981"
6351,What League does Ajax play in?,Q81888,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q81888 wdt:P118 ?answer
}",1-hop,Q167541
6352,What League does Zenit play in?,Q29108,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q29108 wdt:P118 ?answer
}",1-hop,Q182165
6353,Who created the company Adidas?,Q3895,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q3895 wdt:P112 ?answer
}",1-hop,Q76751
6354,Who created the company Microsoft?,Q2283,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q2283 wdt:P112 ?answer
}",1-hop,"Q5284, Q162005"
6355,Who created the company Nike?,Q483915,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q483915 wdt:P112 ?answer
}",1-hop,"Q557305, Q861967"
6356,Who designed the Millennium bridge?,Q44057,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q44057 wdt:P84 ?answer
}",1-hop,Q104898
6357,"Served in any army, Putin?",Q7747,wdt:P241,"SELECT ?answer 
WHERE {
  wd:Q7747 wdt:P241 ?answer
}",1-hop,"Q58792, Q80919"
6358,In which mountains is death Valley located?,Q118388,wdt:P706,"SELECT ?answer 
WHERE {
  wd:Q118388 wdt:P706 ?answer
}",1-hop,"Q1189073, Q6895015"
6359,What League does Porto play in?,Q128446,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q128446 wdt:P118 ?answer
}",1-hop,Q182994
6360,What part of the world is great Britain located in?,Q145,wdt:P30,"SELECT ?answer 
WHERE {
  wd:Q145 wdt:P30 ?answer
}",1-hop,Q46
6361,In what direction did Giuseppe Verdi create?,Q7317,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q7317 wdt:P135 ?answer
}",1-hop,Q207591
6362,In what direction did Jean millet work?,Q148458,wdt:P135,"SELECT ?answer 
WHERE {
  wd:Q148458 wdt:P135 ?answer
}",1-hop,Q10857409
6363,In which the product appears for the first time the Black widow?,Q287541,wdt:P1441,"SELECT ?answer 
WHERE {
  wd:Q287541 wdt:P1441 ?answer
}",1-hop,Q782363
6364,Where is Nicholas 2 buried?,Q40787,wdt:P119,"SELECT ?answer 
WHERE {
  wd:Q40787 wdt:P119 ?answer
}",1-hop,Q736587
6365,Where does Putin live?,Q7747,wdt:P551,"SELECT ?answer 
WHERE {
  wd:Q7747 wdt:P551 ?answer
}",1-hop,"Q649, Q656, Q1731, Q4079059, Q4471180"
6366,What does the book consist of?,Q571,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q571 wdt:P527 ?answer
}",1-hop,"Q234460, Q1069725, Q1980247"
6367,To what dynasty did Louis 18 belong?,Q7750,wdt:P53,"SELECT ?answer 
WHERE {
  wd:Q7750 wdt:P53 ?answer
}",1-hop,Q3642350
6368,What dynasty did Queen Elizabeth I of England belong to?,Q7207,wdt:P53,"SELECT ?answer 
WHERE {
  wd:Q7207 wdt:P53 ?answer
}",1-hop,Q101978
6370,What nationalities are there in Azerbaijan?,Q227,wdt:P172,"SELECT ?answer 
WHERE {
  wd:Q227 wdt:P172 ?answer
}",1-hop,"Q49542, Q79797, Q482942, Q1129737, Q10290517"
6372,What was the blood type of Jesus Christ?,Q302,wdt:P1853,"SELECT ?answer 
WHERE {
  wd:Q302 wdt:P1853 ?answer
}",1-hop,Q19831455
6373,Which company owns Rolls Royce engines?,Q243278,wdt:P127,"SELECT ?answer 
WHERE {
  wd:Q243278 wdt:P127 ?answer
}",1-hop,"Q372657, Q505275, Q22032185"
6374,What is the legal form of the company Apple?,Q312,wdt:P1454,"SELECT ?answer 
WHERE {
  wd:Q312 wdt:P1454 ?answer
}",1-hop,"Q134161, Q891723"
6375,What rivers flow into lake Baikal?,Q5513,wdt:P974,"SELECT ?answer 
WHERE {
  wd:Q5513 wdt:P974 ?answer
}",1-hop,"Q75745, Q248756, Q785531, Q808176, Q854686, Q1009177, Q1054311, Q2090382, Q2462900, Q2921573, Q3017105, Q3196524, Q4074592, Q4081114, Q4222569, Q4246441, Q4375034, Q4408691, Q4424133, Q4427701, Q4460344, Q14915363, Q14915364, Q14915365, Q14915367, Q14915368, Q14915369, Q14915370, Q14915425, Q14915428, Q14915447, Q14915448, Q14915449, Q14915450, Q14915451, Q14915452, Q14915453, Q14915454, Q14915455, Q14915456, Q14915457, Q14915458, Q14915459, Q14915460, Q14915461, Q14915462, Q14915463, Q14915464, Q14915465, Q14915466, Q14915467, Q14915468, Q14915469, Q14915470, Q14915471, Q14915472, Q14915473, Q14915474, Q14915475, Q14915476, Q14915477, Q14915478, Q14915479, Q14915480, Q14915481, Q14915482, Q14915483, Q14915484, Q14915485, Q14915486, Q14915489, Q14915490, Q14943318, Q14943338, Q14943342, Q21036227, Q21036228, Q21036229, Q21036230, Q27679334, Q35267412"
6376,What awards did Beria have?,Q141829,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q141829 wdt:P166 ?answer
}",1-hop,"Q185493, Q208167, Q241821, Q278798, Q337463, Q530008, Q946626, Q1067644, Q1069798, Q1710776, Q2329480, Q2634074, Q4335936, Q4335954, Q4375624, Q21292820, Q56669004, Q60054123"
6378,What is the administrative division of Venezuela?,Q717,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q717 wdt:P150 ?answer
}",1-hop,"Q41144, Q41146, Q43269, Q43271, Q130343, Q165582, Q170453, Q190687, Q190922, Q191164, Q191174, Q191186, Q201121, Q201137, Q202068, Q202071, Q202075, Q204876, Q205460, Q205776, Q205784, Q205796, Q205824, Q205843, Q492791"
6379,What is the administrative division of the Czech Republic?,Q213,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q213 wdt:P150 ?answer
}",1-hop,"Q1085, Q46070, Q188373, Q188399, Q190550, Q190930, Q191091, Q192536, Q192697, Q192702, Q193266, Q193295, Q193307, Q193317"
6382,What is the administrative structure of Japan?,Q17,wdt:P150,"SELECT ?answer 
WHERE {
  wd:Q17 wdt:P150 ?answer
}",1-hop,"Q1490, Q15701, Q44843, Q47896, Q48326, Q71699, Q71707, Q80011, Q80434, Q81863, Q83273, Q120730, Q122723, Q123258, Q123376, Q125863, Q127264, Q127513, Q127877, Q128186, Q128196, Q129499, Q130290, Q130300, Q130308, Q131277, Q131281, Q131287, Q131314, Q131320, Q131358, Q132705, Q132720, Q132751, Q132929, Q132936, Q133879, Q133924, Q133935, Q134093, Q160420, Q160734, Q161454, Q169376, Q617375, Q766445, Q1037393"
6383,What is the military rank of Tatyana Shevtsova?,Q16207094,wdt:P410,"SELECT ?answer 
WHERE {
  wd:Q16207094 wdt:P410 ?answer
}",1-hop,Q4156896
6384,What nationality was Jesus Christ?,Q302,wdt:P172,"SELECT ?answer 
WHERE {
  wd:Q302 wdt:P172 ?answer
}",1-hop,Q7325
6385,What is the gender of Jerry from the Tom and Jerry cartoon?,Q1962394,wdt:P21,"SELECT ?answer 
WHERE {
  wd:Q1962394 wdt:P21 ?answer
}",1-hop,Q6581097
6386,A post takes time.,Q57394,wdt:P39,"SELECT ?answer 
WHERE {
  wd:Q57394 wdt:P39 ?answer
}",1-hop,Q5256775
6388,What scientific work did Mendeleev do?,Q9106,wdt:P800,"SELECT ?answer 
WHERE {
  wd:Q9106 wdt:P800 ?answer
}",1-hop,Q10693
6389,What kind of scientific work published by the John von Neumann?,Q17455,wdt:P800,"SELECT ?answer 
WHERE {
  wd:Q17455 wdt:P800 ?answer
}",1-hop,"Q12482, Q44455, Q189088, Q1554323, Q1766038, Q1970172, Q2895315, Q4056286, Q4358367, Q5498822"
6391,Who wrote the song Katyusha?,Q18288,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q18288 wdt:P86 ?answer
}",1-hop,Q928993
6392,Who is Jon snow's father?,Q3183235,wdt:P22,"SELECT ?answer 
WHERE {
  wd:Q3183235 wdt:P22 ?answer
}",1-hop,Q20818052
6393,Who was the first to reach Antarctica?,Q51,wdt:P61,"SELECT ?answer 
WHERE {
  wd:Q51 wdt:P61 ?answer
}",1-hop,"Q76754, Q186203, Q4349082"
6394,Who developed Roblox?,Q692989,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q692989 wdt:P178 ?answer
}",1-hop,Q67186598
6395,Who is the developer of PUBG?,Q28937399,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q28937399 wdt:P178 ?answer
}",1-hop,Q4035237
6396,Who is the developer of WhatsApp?,Q1049511,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q1049511 wdt:P178 ?answer
}",1-hop,Q52410688
6398,Who made the film Django unchained?,Q571032,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q571032 wdt:P57 ?answer
}",1-hop,Q3772
6399,Who made the film Gentlemen of fortune?,Q625110,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q625110 wdt:P57 ?answer
}",1-hop,Q4417863
6400,Who made the film the day after Tomorrow?,Q14320,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q14320 wdt:P57 ?answer
}",1-hop,Q60100
6401,Where does the Amur river flow?,Q6862,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q6862 wdt:P403 ?answer
}",1-hop,Q41602
6402,On what street is the Eiffel tower located in Paris?,Q243,wdt:P669,"SELECT ?answer 
WHERE {
  wd:Q243 wdt:P669 ?answer
}",1-hop,"Q217925, Q2873520"
6404,What is Nizhny Novgorod the capital of?,Q891,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q891 wdt:P1376 ?answer
}",1-hop,Q23898959
6406,What did Gogol graduate from?,Q43718,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q43718 wdt:P69 ?answer
}",1-hop,Q27621
6408,What does a cigarette contain?,Q1578,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q1578 wdt:P527 ?answer
}",1-hop,"Q1566, Q199344, Q736556"
6410,What League does Benfica play in?,Q131499,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q131499 wdt:P118 ?answer
}",1-hop,Q182994
6411,What League does Chernomorets play in?,Q44296,wdt:P118,"SELECT ?answer 
WHERE {
  wd:Q44296 wdt:P118 ?answer
}",1-hop,Q2532727
6412,What holding does Dixie belong to?,Q4161561,wdt:P749,"SELECT ?answer 
WHERE {
  wd:Q4161561 wdt:P749 ?answer
}",1-hop,Q65032731
6413,What style is St. Basil's Cathedral built in?,Q129846,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q129846 wdt:P149 ?answer
}",1-hop,"Q47591, Q4520962"
6416,Where is the UN headquarters?,Q1065,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q1065 wdt:P159 ?answer
}",1-hop,Q11297
6417,Where is the CIA headquarters?,Q37230,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q37230 wdt:P159 ?answer
}",1-hop,"Q1370, Q523606, Q5425102"
6418,Where is the headquarter of UNESCO?,Q7809,wdt:P159,"SELECT ?answer 
WHERE {
  wd:Q7809 wdt:P159 ?answer
}",1-hop,Q3279650
6419,What objects does the Kuiper belt consist of?,Q427,wdt:P527,"SELECT ?answer 
WHERE {
  wd:Q427 wdt:P527 ?answer
}",1-hop,"Q6635, Q645924"
6420,What are crab sticks made of?,Q1188911,wdt:P186,"SELECT ?answer 
WHERE {
  wd:Q1188911 wdt:P186 ?answer
}",1-hop,"Q11002, Q11254, Q41534, Q93189, Q815740, Q4739805, Q61503220"
6422,Which company produces Pepsi?,Q47719,wdt:P176,"SELECT ?answer 
WHERE {
  wd:Q47719 wdt:P176 ?answer
}",1-hop,Q50407282
6423,What is the cause of death of Vasily Shukshin?,Q316086,wdt:P1196,"SELECT ?answer 
WHERE {
  wd:Q316086 wdt:P1196 ?answer
}",1-hop,Q3739104
6425,What is the cause of Viktor Tsoi's death?,Q487125,wdt:P1196,"SELECT ?answer 
WHERE {
  wd:Q487125 wdt:P1196 ?answer
}",1-hop,Q171558
6426,What is the cause of death of Willy Tokarev?,Q4459467,wdt:P1196,"SELECT ?answer 
WHERE {
  wd:Q4459467 wdt:P1196 ?answer
}",1-hop,Q3739104
6427,What is the cause of death decl?,Q1968358,wdt:P1196,"SELECT ?answer 
WHERE {
  wd:Q1968358 wdt:P1196 ?answer
}",1-hop,Q3739104
6428,What order was awarded to Makhno?,Q47900,wdt:P166,"SELECT ?answer 
WHERE {
  wd:Q47900 wdt:P166 ?answer
}",1-hop,Q337463
6429,"What was the title of the Portuguese Navigator in the Spanish service, Fernand Magellan?",Q469622,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q469622 wdt:P97 ?answer
}",1-hop,"Q756727, Q2747456"
6431,What is the famous work of ray Bradbury?,Q40640,wdt:P800,"SELECT ?answer 
WHERE {
  wd:Q40640 wdt:P800 ?answer
}",1-hop,"Q202009, Q918052, Q1167442, Q1756055, Q3163406"
6432,What is the architectural style of the Manege building in Moscow?,Q1889165,wdt:P149,"SELECT ?answer 
WHERE {
  wd:Q1889165 wdt:P149 ?answer
}",1-hop,Q54111
6433,What genre of music does Imagine Dragons have?,Q391348,wdt:P136,"SELECT ?answer 
WHERE {
  wd:Q391348 wdt:P136 ?answer
}",1-hop,"Q11366, Q188450, Q484641"
6435,What position is the speaker?,Q260432,wdt:P39,"SELECT ?answer 
WHERE {
  wd:Q260432 wdt:P39 ?answer
}",1-hop,Q3273722
6436,Which tributary of the Pripyat river?,Q157042,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q157042 wdt:P403 ?answer
}",1-hop,Q40855
6437,Which developer created the halo fps franchise?,Q1747150,wdt:P178,"SELECT ?answer 
WHERE {
  wd:Q1747150 wdt:P178 ?answer
}",1-hop,"Q73801, Q308913, Q611508, Q735267, Q1046593, Q1202130, Q2080076, Q2469781"
6438,"What was the title of the former President of the International Olympic Committee, Juan Antonio Samaranch?",Q171166,wdt:P97,"SELECT ?answer 
WHERE {
  wd:Q171166 wdt:P97 ?answer
}",1-hop,Q157802
6439,What University did Tyutchev graduate from?,Q37217,wdt:P69,"SELECT ?answer 
WHERE {
  wd:Q37217 wdt:P69 ?answer
}",1-hop,Q4204467
6441,What the religion of the Kazakhs?,Q80040,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q80040 wdt:P140 ?answer
}",1-hop,Q483654
6442,What the religion of the Tatars?,Q35565,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q35565 wdt:P140 ?answer
}",1-hop,"Q483654, Q3333484"
6443,Who founded the city of Nizhny Novgorod?,Q891,wdt:P112,"SELECT ?answer 
WHERE {
  wd:Q891 wdt:P112 ?answer
}",1-hop,Q547869
6444,Who was Esmeralda's mother?,Q661491,wdt:P25,"SELECT ?answer 
WHERE {
  wd:Q661491 wdt:P25 ?answer
}",1-hop,Q27703517
6445,Who wrote a famous trilogy about the hobbit?,Q74287,wdt:P50,"SELECT ?answer 
WHERE {
  wd:Q74287 wdt:P50 ?answer
}",1-hop,Q892
6446,Who is the cinematographer of the movie Rage?,Q163869,wdt:P344,"SELECT ?answer 
WHERE {
  wd:Q163869 wdt:P344 ?answer
}",1-hop,Q1402143
6448,Who is the father of Jesus Christ?,Q302,wdt:P22,"SELECT ?answer 
WHERE {
  wd:Q302 wdt:P22 ?answer
}",1-hop,"Q128267, Q186350"
6450,Who designed the Lakhta center?,Q4255374,wdt:P84,"SELECT ?answer 
WHERE {
  wd:Q4255374 wdt:P84 ?answer
}",1-hop,Q3415248
6453,Who is the Director of the film T 34?,Q39293164,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q39293164 wdt:P57 ?answer
}",1-hop,Q4418820
6454,Who is the Director of the Soviet version of the Sherlock Holmes TV series?,Q1210893,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q1210893 wdt:P57 ?answer
}",1-hop,Q1273278
6455,Who made the movie Avatar?,Q24871,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q24871 wdt:P57 ?answer
}",1-hop,Q42574
6456,Who made the film in which johnny Depp played the role of Edward Scissorhands?,Q217182,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q217182 wdt:P57 ?answer
}",1-hop,Q56008
6457,Who made the movie Outcast?,Q213411,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q213411 wdt:P57 ?answer
}",1-hop,Q187364
6458,Who made the film Love and doves?,Q4271831,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q4271831 wdt:P57 ?answer
}",1-hop,Q726105
6459,Who made the movie Jane's Soldier?,Q526690,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q526690 wdt:P57 ?answer
}",1-hop,Q56005
6460,Who made the film Schindler's List?,Q483941,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q483941 wdt:P57 ?answer
}",1-hop,"Q8877, Q6758800"
6461,Who made the film Alien?,Q103569,wdt:P57,"SELECT ?answer 
WHERE {
  wd:Q103569 wdt:P57 ?answer
}",1-hop,Q56005
6463,Who composed the Leningrad Symphony?,Q261140,wdt:P86,"SELECT ?answer 
WHERE {
  wd:Q261140 wdt:P86 ?answer
}",1-hop,Q80135
6464,Where does the Yenisei river flow?,Q78707,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q78707 wdt:P403 ?answer
}",1-hop,Q33629
6465,What position is played by the hazard?,Q214204,wdt:P413,"SELECT ?answer 
WHERE {
  wd:Q214204 wdt:P413 ?answer
}",1-hop,Q8025128
6466,What position does Griezmann play in?,Q455462,wdt:P413,"SELECT ?answer 
WHERE {
  wd:Q455462 wdt:P413 ?answer
}",1-hop,Q8025128
6467,What position does Neymar play?,Q142794,wdt:P413,"SELECT ?answer 
WHERE {
  wd:Q142794 wdt:P413 ?answer
}",1-hop,Q8025128
6468,A tributary of which river is the Oka?,Q172089,wdt:P403,"SELECT ?answer 
WHERE {
  wd:Q172089 wdt:P403 ?answer
}",1-hop,Q626
6469,Which region's capital is Voronezh?,Q3426,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q3426 wdt:P1376 ?answer
}",1-hop,"Q3447, Q27538353"
6470,What country's capital is Rome?,Q220,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q220 wdt:P1376 ?answer
}",1-hop,"Q38, Q1282, Q18288160"
6471,What is Ottawa the capital of?,Q576209,wdt:P1376,"SELECT ?answer 
WHERE {
  wd:Q576209 wdt:P1376 ?answer
}",1-hop,Q487003
6472,What do Bashkirs profess?,Q485348,wdt:P140,"SELECT ?answer 
WHERE {
  wd:Q485348 wdt:P140 ?answer
}",1-hop,Q228986
